lake,date,month,year,depth,temp,pH,do_mgl,cond,do_sat
Otsego Lake,6/29/1988,6,1988,30,5.93,7.52,10,0.286,
Otsego Lake,6/29/1988,6,1988,35,5.52,7.51,9.8,0.288,
Otsego Lake,6/29/1988,6,1988,40,5.28,7.45,9.4,0.289,
Otsego Lake,6/29/1988,6,1988,42,5.2,7.43,9.2,0.287,
Otsego Lake,6/29/1988,6,1988,44,5.14,7.41,9,0.287,
Otsego Lake,6/29/1988,6,1988,46,5.12,7.41,8.9,0.292,
Otsego Lake,6/29/1988,6,1988,48,5.1,7.41,8.9,0.287,
Otsego Lake,7/6/1988,7,1988,0.1,20.54,7.93,9,0.281,
Otsego Lake,7/6/1988,7,1988,2,20.1,7.95,9,0.284,
Otsego Lake,7/6/1988,7,1988,4,18.51,7.97,9.2,0.286,
Otsego Lake,7/6/1988,7,1988,6,18.18,7.96,9.2,0.286,
Otsego Lake,7/6/1988,7,1988,8,17.62,7.95,9.1,0.287,
Otsego Lake,7/6/1988,7,1988,10,15.57,7.88,9.5,0.288,
Otsego Lake,7/6/1988,7,1988,12,12.32,7.79,10.1,0.287,
Otsego Lake,7/6/1988,7,1988,14,10.21,7.72,10.1,0.288,
Otsego Lake,7/6/1988,7,1988,16,8.8,7.63,10,0.288,
Otsego Lake,7/6/1988,7,1988,18,8.26,7.6,10,0.288,
Otsego Lake,7/6/1988,7,1988,20,7.8,7.58,10,0.289,
Otsego Lake,7/6/1988,7,1988,25,7.16,7.53,9.8,0.287,
Otsego Lake,7/6/1988,7,1988,30,6.66,7.52,9.8,0.286,
Otsego Lake,7/6/1988,7,1988,35,6.12,7.49,9.6,0.287,
Otsego Lake,7/6/1988,7,1988,40,5.8,7.45,9.4,0.284,
Otsego Lake,7/6/1988,7,1988,42,5.63,7.45,9.4,0.286,
Otsego Lake,7/6/1988,7,1988,44,5.4,7.4,9,0.29,
Otsego Lake,7/6/1988,7,1988,46,5.32,7.37,8.7,0.29,
Otsego Lake,7/6/1988,7,1988,48,5.28,7.35,8.6,0.29,
Otsego Lake,7/12/1988,7,1988,0.1,24.29,8.11,8.3,0.27,
Otsego Lake,7/12/1988,7,1988,2,24.04,8.11,8.4,0.273,
Otsego Lake,7/12/1988,7,1988,4,22.51,8.12,8.9,0.273,
Otsego Lake,7/12/1988,7,1988,6,19,8.16,9.4,0.277,
Otsego Lake,7/12/1988,7,1988,8,17.89,8.15,9.2,0.28,
Otsego Lake,7/12/1988,7,1988,10,14.97,8.01,9.3,0.28,
Otsego Lake,7/12/1988,7,1988,12,11.55,7.96,10.1,0.28,
Otsego Lake,7/12/1988,7,1988,14,9.96,7.89,10,0.28,
Otsego Lake,7/12/1988,7,1988,16,9.14,7.84,9.9,0.281,
Otsego Lake,7/12/1988,7,1988,18,8.12,7.77,9.8,0.279,
Otsego Lake,7/12/1988,7,1988,20,7.57,7.73,9.8,0.281,
Otsego Lake,7/12/1988,7,1988,25,6.89,7.66,9.5,0.282,
Otsego Lake,7/12/1988,7,1988,30,6.38,7.64,9.5,0.28,
Otsego Lake,7/12/1988,7,1988,35,6.03,7.6,9.4,0.277,
Otsego Lake,7/12/1988,7,1988,40,5.75,7.58,9.3,0.279,
Otsego Lake,7/12/1988,7,1988,42,5.58,7.56,9.1,0.28,
Otsego Lake,7/12/1988,7,1988,44,5.35,7.52,8.8,0.28,
Otsego Lake,7/12/1988,7,1988,46,5.25,7.47,8.4,0.28,
Otsego Lake,7/12/1988,7,1988,48,5.22,7.46,8.2,0.282,
Otsego Lake,7/19/1988,7,1988,0.1,23.41,8.14,8.4,0.262,
Otsego Lake,7/19/1988,7,1988,2,23.4,8.14,8.4,0.265,
Otsego Lake,7/19/1988,7,1988,4,23.17,8.13,8.4,0.267,
Otsego Lake,7/19/1988,7,1988,6,22.47,8.11,8.3,0.269,
Otsego Lake,7/19/1988,7,1988,8,18.08,8.09,9.2,0.273,
Otsego Lake,7/19/1988,7,1988,10,14.96,8.03,9.4,0.274,
Otsego Lake,7/19/1988,7,1988,12,11.63,7.94,9.9,0.274,
Otsego Lake,7/19/1988,7,1988,14,10.04,7.86,9.9,0.277,
Otsego Lake,7/19/1988,7,1988,16,8.68,7.77,9.7,0.276,
Otsego Lake,7/19/1988,7,1988,18,8.2,7.73,9.6,0.275,
Otsego Lake,7/19/1988,7,1988,20,7.7,7.73,9.7,0.275,
Otsego Lake,7/19/1988,7,1988,25,7,7.69,9.6,0.274,
Otsego Lake,7/19/1988,7,1988,30,6.44,7.66,9.5,0.275,
Otsego Lake,7/19/1988,7,1988,35,5.83,7.6,9.2,0.276,
Otsego Lake,7/19/1988,7,1988,40,5.5,7.57,9,0.273,
Otsego Lake,7/19/1988,7,1988,42,5.43,7.55,8.8,0.278,
Otsego Lake,7/19/1988,7,1988,44,5.28,7.52,8.5,0.275,
Otsego Lake,7/19/1988,7,1988,46,5.17,7.48,8.1,0.278,
Otsego Lake,7/19/1988,7,1988,48,5.13,7.47,8,0.275,
Otsego Lake,7/26/1988,7,1988,0.1,22.77,7.97,8.3,0.283,
Otsego Lake,7/26/1988,7,1988,2,22.78,7.96,8.3,0.286,
Otsego Lake,7/26/1988,7,1988,4,22.72,7.96,8.3,0.289,
Otsego Lake,7/26/1988,7,1988,6,22.71,7.96,8.3,0.29,
Otsego Lake,7/26/1988,7,1988,8,18.4,7.93,9.3,0.301,
Otsego Lake,7/26/1988,7,1988,10,14.97,7.84,9.4,0.303,
Otsego Lake,7/26/1988,7,1988,12,11.46,7.72,9.7,0.305,
Otsego Lake,7/26/1988,7,1988,14,9.87,7.64,9.7,0.304,
Otsego Lake,7/26/1988,7,1988,20,8.17,7.53,9.5,0.303,
Otsego Lake,7/26/1988,7,1988,25,7.12,7.46,9.3,0.302,
Otsego Lake,7/26/1988,7,1988,30,6.62,7.45,9.3,0.299,
Otsego Lake,7/26/1988,7,1988,35,6.08,7.37,8.7,0.3,
Otsego Lake,7/26/1988,7,1988,40,5.75,7.31,8.3,0.299,
Otsego Lake,7/26/1988,7,1988,46,5.62,7.26,7.6,0.298,
Otsego Lake,7/26/1988,7,1988,48,5.62,7.25,7.5,0.297,
Otsego Lake,8/4/1988,8,1988,0.1,25.31,8.29,8.6,0.277,
Otsego Lake,8/4/1988,8,1988,2,25.19,8.17,8.5,0.277,
Otsego Lake,8/4/1988,8,1988,4,24.77,8.08,8.5,0.278,
Otsego Lake,8/4/1988,8,1988,6,24.7,8.07,8.5,0.277,
Otsego Lake,8/4/1988,8,1988,8,20.46,8.1,9.6,0.285,
Otsego Lake,8/4/1988,8,1988,10,17.02,8.1,9.6,0.287,
Otsego Lake,8/4/1988,8,1988,12,13.82,8.09,9.9,0.287,
Otsego Lake,8/4/1988,8,1988,14,11.64,8.02,9.7,0.287,
Otsego Lake,8/4/1988,8,1988,16,9.98,7.98,9.8,0.286,
Otsego Lake,8/4/1988,8,1988,18,9.1,7.91,9.5,0.287,
Otsego Lake,8/4/1988,8,1988,20,8.57,7.91,9.6,0.285,
Otsego Lake,8/4/1988,8,1988,25,7.41,7.86,9.5,0.284,
Otsego Lake,8/4/1988,8,1988,30,6.84,7.84,9.5,0.283,
Otsego Lake,8/4/1988,8,1988,35,6.29,7.81,9.3,0.286,
Otsego Lake,8/4/1988,8,1988,40,5.83,7.74,8.6,0.289,
Otsego Lake,8/4/1988,8,1988,42,5.65,7.73,8.5,0.287,
Otsego Lake,8/4/1988,8,1988,44,5.58,7.7,8.2,0.287,
Otsego Lake,8/4/1988,8,1988,46,5.51,7.68,8,0.289,
Otsego Lake,8/4/1988,8,1988,48,5.44,7.66,7.6,0.29,
Otsego Lake,8/10/1988,8,1988,0.1,24.63,7.96,8.5,0.275,
Otsego Lake,8/10/1988,8,1988,2,24.65,7.94,8.4,0.275,
Otsego Lake,8/10/1988,8,1988,4,24.62,7.93,8.4,0.276,
Otsego Lake,8/10/1988,8,1988,6,24.58,7.93,8.4,0.275,
Otsego Lake,8/10/1988,8,1988,8,21.21,7.88,9.5,0.282,
Otsego Lake,8/10/1988,8,1988,10,17.06,7.93,9.9,0.287,
Otsego Lake,8/10/1988,8,1988,12,13.19,7.9,9.9,0.287,
Otsego Lake,8/10/1988,8,1988,14,10.94,7.8,10,0.288,
Otsego Lake,8/10/1988,8,1988,16,9.99,7.71,9.8,0.287,
Otsego Lake,8/10/1988,8,1988,18,8.84,7.65,9.6,0.287,
Otsego Lake,8/10/1988,8,1988,20,8.38,7.59,9.5,0.288,
Otsego Lake,8/10/1988,8,1988,25,7.31,7.52,9.3,0.285,
Otsego Lake,8/10/1988,8,1988,30,6.82,7.5,9.3,0.285,
Otsego Lake,8/10/1988,8,1988,35,6.15,7.47,9.1,0.287,
Otsego Lake,8/10/1988,8,1988,40,5.78,7.4,8.2,0.288,
Otsego Lake,8/10/1988,8,1988,42,5.63,7.38,8.1,0.287,
Otsego Lake,8/10/1988,8,1988,44,5.54,7.35,7.6,0.291,
Otsego Lake,8/10/1988,8,1988,46,5.48,7.32,7.71,0.287,
Otsego Lake,8/16/1988,8,1988,0.1,24.65,8.09,8.6,0.269,
Otsego Lake,8/16/1988,8,1988,2,24.68,8.06,8.6,0.269,
Otsego Lake,8/16/1988,8,1988,4,24.7,8.03,8.5,0.269,
Otsego Lake,8/16/1988,8,1988,6,24.69,8.02,8.4,0.269,
Otsego Lake,8/16/1988,8,1988,8,22.25,7.97,9.7,0.276,
Otsego Lake,8/16/1988,8,1988,10,19.66,7.99,10,0.28,
Otsego Lake,8/16/1988,8,1988,12,14.42,7.92,9.7,0.29,
Otsego Lake,8/16/1988,8,1988,14,9.94,7.82,9.7,0.289,
Otsego Lake,8/16/1988,8,1988,16,9.23,7.7,9.5,0.288,
Otsego Lake,8/16/1988,8,1988,18,8.47,7.65,9.4,0.288,
Otsego Lake,8/16/1988,8,1988,20,7.89,7.6,9.2,0.288,
Otsego Lake,8/16/1988,8,1988,25,7.03,7.57,9.1,0.285,
Otsego Lake,8/16/1988,8,1988,30,6.65,7.55,9.1,0.285,
Otsego Lake,8/16/1988,8,1988,35,6.13,7.52,8.9,0.284,
Otsego Lake,8/16/1988,8,1988,40,5.91,7.47,8.2,0.287,
Otsego Lake,8/16/1988,8,1988,42,5.58,7.43,7.9,0.285,
Otsego Lake,8/16/1988,8,1988,44,5.58,7.42,7.4,0.286,
Otsego Lake,8/16/1988,8,1988,46,5.59,7.37,6.7,0.288,
Otsego Lake,8/16/1988,8,1988,48,5.52,7.35,6.5,0.289,
Otsego Lake,8/23/1988,8,1988,0.1,22.39,7.86,8.7,0.266,
Otsego Lake,8/23/1988,8,1988,2,22.41,7.88,8.7,0.266,
Otsego Lake,8/23/1988,8,1988,4,22.41,7.88,8.7,0.267,
Otsego Lake,8/23/1988,8,1988,6,22.41,7.89,8.7,0.266,
Otsego Lake,8/23/1988,8,1988,8,22.41,7.9,8.7,0.266,
Otsego Lake,8/23/1988,8,1988,10,18.21,7.88,10.1,0.283,
Otsego Lake,8/23/1988,8,1988,12,12.9,7.83,9.7,0.288,
Otsego Lake,8/23/1988,8,1988,14,10.34,7.72,9.5,0.291,
Otsego Lake,8/23/1988,8,1988,16,9.1,7.63,9.2,0.287,
Otsego Lake,8/23/1988,8,1988,18,8.54,7.59,9.1,0.284,
Otsego Lake,8/23/1988,8,1988,20,8.16,7.55,9.1,0.285,
Otsego Lake,8/23/1988,8,1988,25,7.21,7.51,9,0.283,
Otsego Lake,8/23/1988,8,1988,30,6.76,7.5,9.1,0.282,
Otsego Lake,8/23/1988,8,1988,35,6.36,7.47,8.8,0.286,
Otsego Lake,8/23/1988,8,1988,40,5.9,7.43,8.3,0.284,
Otsego Lake,8/23/1988,8,1988,42,5.8,7.41,8.1,0.285,
Otsego Lake,8/23/1988,8,1988,44,5.72,7.37,7.4,0.286,
Otsego Lake,8/23/1988,8,1988,46,5.62,7.35,7,0.287,
Otsego Lake,8/23/1988,8,1988,48,5.52,7.35,6.5,0.289,
Otsego Lake,9/2/1988,9,1988,0.1,20.74,8.08,9.1,0.265,
Otsego Lake,9/2/1988,9,1988,2,20.75,8.16,9,0.265,
Otsego Lake,9/2/1988,9,1988,4,20.73,8.14,8.9,0.265,
Otsego Lake,9/2/1988,9,1988,6,20.64,8.13,8.9,0.265,
Otsego Lake,9/2/1988,9,1988,8,20.58,8.11,8.8,0.264,
Otsego Lake,9/2/1988,9,1988,10,20.56,8.1,8.8,0.264,
Otsego Lake,9/2/1988,9,1988,12,13.33,7.87,9.4,0.287,
Otsego Lake,9/2/1988,9,1988,14,11.41,7.78,9.2,0.29,
Otsego Lake,9/2/1988,9,1988,16,9.62,7.69,9,0.288,
Otsego Lake,9/2/1988,9,1988,18,8.83,7.62,8.7,0.289,
Otsego Lake,9/2/1988,9,1988,20,8.32,7.6,8.6,0.288,
Otsego Lake,9/2/1988,9,1988,25,7.49,7.57,8.8,0.287,
Otsego Lake,9/2/1988,9,1988,30,6.82,7.56,8.8,0.286,
Otsego Lake,9/2/1988,9,1988,35,6.21,7.53,8.5,0.284,
Otsego Lake,9/2/1988,9,1988,40,5.82,7.46,7.5,0.287,
Otsego Lake,9/2/1988,9,1988,42,5.67,7.43,7.1,0.292,
Otsego Lake,9/2/1988,9,1988,44,5.58,7.4,6.7,0.29,
Otsego Lake,9/2/1988,9,1988,46,5.58,7.39,6.5,0.292,
Otsego Lake,9/2/1988,9,1988,48,5.52,7.35,6.5,0.289,
Otsego Lake,9/9/1988,9,1988,0.1,19.37,8.13,9.2,0.263,
Otsego Lake,9/9/1988,9,1988,2,19.21,8.11,9,0.264,
Otsego Lake,9/9/1988,9,1988,4,19.13,8.1,9,0.265,
Otsego Lake,9/9/1988,9,1988,6,19.11,8.09,8.9,0.264,
Otsego Lake,9/9/1988,9,1988,8,19.09,8.08,8.8,0.264,
Otsego Lake,9/9/1988,9,1988,10,18.99,8.06,8.8,0.265,
Otsego Lake,9/9/1988,9,1988,12,13.37,7.75,8.8,0.289,
Otsego Lake,9/9/1988,9,1988,14,11.01,7.68,8.9,0.292,
Otsego Lake,9/9/1988,9,1988,16,9.71,7.61,8.7,0.29,
Otsego Lake,9/9/1988,9,1988,18,8.78,7.57,8.5,0.29,
Otsego Lake,9/9/1988,9,1988,20,8.26,7.56,8.6,0.289,
Otsego Lake,9/9/1988,9,1988,25,7.43,7.54,8.6,0.289,
Otsego Lake,9/9/1988,9,1988,30,6.82,7.54,8.8,0.287,
Otsego Lake,9/9/1988,9,1988,35,6.25,7.51,8.5,0.286,
Otsego Lake,9/9/1988,9,1988,40,5.85,7.46,7.8,0.286,
Otsego Lake,9/9/1988,9,1988,42,5.74,7.43,7.4,0.289,
Otsego Lake,9/9/1988,9,1988,44,5.65,7.41,7,0.292,
Otsego Lake,9/9/1988,9,1988,46,5.55,7.39,6.6,0.292,
Otsego Lake,9/9/1988,9,1988,48,5.52,7.35,6.5,0.289,
Otsego Lake,9/16/1988,9,1988,0.1,17.84,8.19,9.7,0.267,
Otsego Lake,9/16/1988,9,1988,2,17.82,8.17,9.4,0.267,
Otsego Lake,9/16/1988,9,1988,4,17.85,8.15,9.3,0.267,
Otsego Lake,9/16/1988,9,1988,6,17.85,8.15,9.2,0.267,
Otsego Lake,9/16/1988,9,1988,8,17.84,8.14,9.2,0.266,
Otsego Lake,9/16/1988,9,1988,10,17.83,8.12,9.1,0.267,
Otsego Lake,9/16/1988,9,1988,12,15.3,7.99,8.6,0.287,
Otsego Lake,9/16/1988,9,1988,14,11.17,7.67,8.5,0.29,
Otsego Lake,9/16/1988,9,1988,16,9.19,7.59,8.5,0.291,
Otsego Lake,9/16/1988,9,1988,18,8.63,7.59,8.6,0.29,
Otsego Lake,9/16/1988,9,1988,20,8.18,7.57,8.5,0.289,
Otsego Lake,9/16/1988,9,1988,25,7.46,7.57,8.6,0.286,
Otsego Lake,9/16/1988,9,1988,30,6.93,7.56,8.6,0.287,
Otsego Lake,9/16/1988,9,1988,35,6.3,7.52,8.3,0.287,
Otsego Lake,9/16/1988,9,1988,40,5.96,7.47,7.8,0.287,
Otsego Lake,9/16/1988,9,1988,42,5.83,7.43,7.3,0.288,
Otsego Lake,9/16/1988,9,1988,44,5.74,7.41,6.7,0.292,
Otsego Lake,9/16/1988,9,1988,46,5.67,7.37,5.8,0.292,
Otsego Lake,9/16/1988,9,1988,48,5.62,7.35,5.5,0.292,
Otsego Lake,9/23/1988,9,1988,0.1,17.46,8.29,9.5,0.261,
Otsego Lake,9/23/1988,9,1988,2,17.43,8.28,9.4,0.264,
Otsego Lake,9/23/1988,9,1988,4,17.41,8.27,9.3,0.264,
Otsego Lake,9/23/1988,9,1988,6,17.39,8.27,9.2,0.264,
Otsego Lake,9/23/1988,9,1988,8,17.38,8.27,9.3,0.264,
Otsego Lake,9/23/1988,9,1988,10,17.37,8.26,9.1,0.263,
Otsego Lake,9/23/1988,9,1988,12,17.37,8.26,9.1,0.263,
Otsego Lake,9/23/1988,9,1988,14,11.51,7.75,8.2,0.287,
Otsego Lake,9/23/1988,9,1988,16,9.39,7.66,7.7,0.29,
Otsego Lake,9/23/1988,9,1988,18,8.62,7.66,8,0.288,
Otsego Lake,9/23/1988,9,1988,20,8.34,7.65,8,0.287,
Otsego Lake,9/23/1988,9,1988,25,7.43,7.67,8.5,0.286,
Otsego Lake,9/23/1988,9,1988,30,6.87,7.67,8.5,0.286,
Otsego Lake,9/23/1988,9,1988,35,6.41,7.66,8.5,0.286,
Otsego Lake,9/23/1988,9,1988,40,5.94,7.62,8,0.287,
Otsego Lake,9/23/1988,9,1988,42,5.83,7.59,7.7,0.286,
Otsego Lake,9/23/1988,9,1988,44,5.64,7.55,7,0.29,
Otsego Lake,9/23/1988,9,1988,46,5.53,7.51,6,0.29,
Otsego Lake,9/23/1988,9,1988,48,5.48,7.49,5.5,0.29,
Otsego Lake,9/29/1988,9,1988,0.1,16.49,8.25,9.4,0.263,
Otsego Lake,9/29/1988,9,1988,2,16.47,8.24,9.3,0.263,
Otsego Lake,9/29/1988,9,1988,4,16.46,8.24,9.3,0.263,
Otsego Lake,9/29/1988,9,1988,6,16.45,8.24,9.3,0.263,
Otsego Lake,9/29/1988,9,1988,8,16.42,8.23,9.2,0.265,
Otsego Lake,9/29/1988,9,1988,10,16.42,8.23,9.2,0.264,
Otsego Lake,9/29/1988,9,1988,12,16.41,8.23,9.2,0.264,
Otsego Lake,9/29/1988,9,1988,14,15.17,8.04,8.8,0.27,
Otsego Lake,9/29/1988,9,1988,16,10.31,7.64,7.9,0.287,
Otsego Lake,9/29/1988,9,1988,18,9.07,7.61,7.9,0.287,
Otsego Lake,9/29/1988,9,1988,20,8.34,7.62,8.1,0.288,
Otsego Lake,9/29/1988,9,1988,25,7.57,7.61,8.1,0.286,
Otsego Lake,9/29/1988,9,1988,30,6.83,7.61,8.4,0.283,
Otsego Lake,9/29/1988,9,1988,35,6.33,7.58,8.1,0.285,
Otsego Lake,9/29/1988,9,1988,40,5.84,7.53,7.3,0.285,
Otsego Lake,9/29/1988,9,1988,42,5.68,7.48,6.6,0.29,
Otsego Lake,9/29/1988,9,1988,44,5.56,7.44,5.7,0.291,
Otsego Lake,9/29/1988,9,1988,46,5.51,7.42,5.4,0.291,
Otsego Lake,9/29/1988,9,1988,48,5.47,7.42,5.3,0.289,
Otsego Lake,10/6/1988,10,1988,0.1,15.91,7.98,9.5,0.265,
Otsego Lake,10/6/1988,10,1988,2,15.9,8.03,9.3,0.265,
Otsego Lake,10/6/1988,10,1988,4,15.9,8.04,9.3,0.264,
Otsego Lake,10/6/1988,10,1988,6,15.89,8.05,9.2,0.264,
Otsego Lake,10/6/1988,10,1988,8,15.88,8.05,9.2,0.265,
Otsego Lake,10/6/1988,10,1988,10,15.86,8.05,9.2,0.264,
Otsego Lake,10/6/1988,10,1988,12,15.85,8.05,9.2,0.264,
Otsego Lake,10/6/1988,10,1988,14,12.48,7.59,7.8,0.287,
Otsego Lake,10/6/1988,10,1988,16,9.58,7.46,7.7,0.289,
Otsego Lake,10/6/1988,10,1988,18,8.92,7.45,7.8,0.289,
Otsego Lake,10/6/1988,10,1988,20,8.08,7.44,7.9,0.287,
Otsego Lake,10/6/1988,10,1988,25,7.43,7.44,8,0.287,
Otsego Lake,10/6/1988,10,1988,30,6.81,7.46,8.3,0.284,
Otsego Lake,10/6/1988,10,1988,35,6.25,7.45,8.2,0.285,
Otsego Lake,10/6/1988,10,1988,40,5.93,7.41,7.7,0.286,
Otsego Lake,10/6/1988,10,1988,42,5.78,7.36,7.1,0.287,
Otsego Lake,10/6/1988,10,1988,44,5.68,7.33,6.6,0.288,
Otsego Lake,10/6/1988,10,1988,46,5.57,7.3,5.8,0.287,
Otsego Lake,10/6/1988,10,1988,48,5.51,7.27,5.2,0.289,
Otsego Lake,10/14/1988,10,1988,0.1,13.12,7.89,9.5,0.268,
Otsego Lake,10/14/1988,10,1988,2,13.11,7.92,9.4,0.269,
Otsego Lake,10/14/1988,10,1988,4,13.09,7.94,9.3,0.269,
Otsego Lake,10/14/1988,10,1988,6,13.06,7.94,9.3,0.269,
Otsego Lake,10/14/1988,10,1988,8,13.05,7.94,9.3,0.269,
Otsego Lake,10/14/1988,10,1988,10,13.03,7.95,9.3,0.268,
Otsego Lake,10/14/1988,10,1988,12,13.03,7.95,9.3,0.269,
Otsego Lake,10/14/1988,10,1988,14,12.87,7.91,9.2,0.269,
Otsego Lake,10/14/1988,10,1988,16,10.4,7.5,7.8,0.282,
Otsego Lake,10/14/1988,10,1988,18,9.56,7.44,7.7,0.285,
Otsego Lake,10/14/1988,10,1988,20,8.34,7.4,7.7,0.29,
Otsego Lake,10/14/1988,10,1988,25,7.35,7.4,8,0.289,
Otsego Lake,10/14/1988,10,1988,30,6.84,7.41,8.1,0.287,
Otsego Lake,10/14/1988,10,1988,35,6.37,7.39,7.9,0.287,
Otsego Lake,10/14/1988,10,1988,40,6,7.36,7.4,0.289,
Otsego Lake,10/14/1988,10,1988,42,5.87,7.32,6.9,0.292,
Otsego Lake,10/14/1988,10,1988,44,5.73,7.3,6.4,0.291,
Otsego Lake,10/14/1988,10,1988,46,5.65,7.27,5.8,0.292,
Otsego Lake,10/14/1988,10,1988,48,5.58,7.23,5,0.293,
Otsego Lake,10/21/1988,10,1988,0.1,11.84,7.98,10,0.274,
Otsego Lake,10/21/1988,10,1988,2,11.85,7.99,9.8,0.274,
Otsego Lake,10/21/1988,10,1988,4,11.86,7.98,9.8,0.273,
Otsego Lake,10/21/1988,10,1988,6,11.86,7.98,9.7,0.273,
Otsego Lake,10/21/1988,10,1988,8,11.85,7.98,9.7,0.273,
Otsego Lake,10/21/1988,10,1988,10,11.84,7.98,9.7,0.272,
Otsego Lake,10/21/1988,10,1988,12,11.84,7.98,9.6,0.274,
Otsego Lake,10/21/1988,10,1988,14,11.83,7.97,9.6,0.272,
Otsego Lake,10/21/1988,10,1988,16,11.29,7.79,9,0.279,
Otsego Lake,10/21/1988,10,1988,18,10.31,7.62,8.5,0.283,
Otsego Lake,10/21/1988,10,1988,20,9.15,7.49,8,0.286,
Otsego Lake,10/21/1988,10,1988,25,7.14,7.42,7.9,0.291,
Otsego Lake,10/21/1988,10,1988,30,6.51,7.41,7.9,0.287,
Otsego Lake,10/21/1988,10,1988,35,6.07,7.39,7.7,0.287,
Otsego Lake,10/21/1988,10,1988,40,5.75,7.33,6.9,0.291,
Otsego Lake,10/21/1988,10,1988,42,5.66,7.29,6.3,0.292,
Otsego Lake,10/21/1988,10,1988,44,5.51,7.24,5.2,0.294,
Otsego Lake,10/21/1988,10,1988,46,5.48,7.23,4.9,0.292,
Otsego Lake,10/21/1988,10,1988,48,5.58,7.23,5,0.293,
Otsego Lake,11/2/1988,11,1988,0.1,9,7.71,10.1,0.273,
Otsego Lake,11/2/1988,11,1988,2,8.89,7.75,10,0.274,
Otsego Lake,11/2/1988,11,1988,4,8.8,7.78,9.9,0.275,
Otsego Lake,11/2/1988,11,1988,6,8.77,7.8,9.8,0.274,
Otsego Lake,11/2/1988,11,1988,8,8.75,7.81,9.8,0.274,
Otsego Lake,11/2/1988,11,1988,10,8.73,7.82,9.8,0.276,
Otsego Lake,11/2/1988,11,1988,12,8.66,7.83,9.8,0.275,
Otsego Lake,11/2/1988,11,1988,14,8.62,7.83,9.8,0.275,
Otsego Lake,11/2/1988,11,1988,16,8.6,7.83,9.8,0.276,
Otsego Lake,11/2/1988,11,1988,18,8.56,7.83,9.8,0.273,
Otsego Lake,11/2/1988,11,1988,20,8.52,7.84,9.8,0.275,
Otsego Lake,11/2/1988,11,1988,25,8.2,7.77,9.5,0.277,
Otsego Lake,11/2/1988,11,1988,30,7.02,7.47,8,0.287,
Otsego Lake,11/2/1988,11,1988,35,6.29,7.42,7.5,0.29,
Otsego Lake,11/2/1988,11,1988,40,5.81,7.34,6.1,0.293,
Otsego Lake,11/2/1988,11,1988,42,5.61,7.3,5.4,0.289,
Otsego Lake,11/2/1988,11,1988,44,5.54,7.29,5.1,0.293,
Otsego Lake,11/2/1988,11,1988,46,5.35,7.29,5,0.294,
Otsego Lake,11/2/1988,11,1988,48,5.49,7.29,5,0.295,
Otsego Lake,11/11/1988,11,1988,0.1,8.89,7.86,10.4,0.274,
Otsego Lake,11/11/1988,11,1988,2,8.73,7.86,10.5,0.275,
Otsego Lake,11/11/1988,11,1988,4,8.61,7.86,10.4,0.276,
Otsego Lake,11/11/1988,11,1988,6,8.55,7.86,10.4,0.276,
Otsego Lake,11/11/1988,11,1988,8,8.52,7.86,10.5,0.276,
Otsego Lake,11/11/1988,11,1988,10,8.45,7.86,10.6,0.276,
Otsego Lake,11/11/1988,11,1988,12,8.41,7.86,10.4,0.276,
Otsego Lake,11/11/1988,11,1988,14,8.38,7.86,10.4,0.276,
Otsego Lake,11/11/1988,11,1988,16,8.36,7.85,10.4,0.277,
Otsego Lake,11/11/1988,11,1988,18,8.34,7.83,10.2,0.276,
Otsego Lake,11/11/1988,11,1988,20,8.32,7.82,10.2,0.278,
Otsego Lake,11/11/1988,11,1988,25,8.28,7.82,10.2,0.277,
Otsego Lake,11/11/1988,11,1988,30,8.22,7.82,10.1,0.277,
Otsego Lake,11/11/1988,11,1988,35,8.02,7.76,9.8,0.278,
Otsego Lake,11/11/1988,11,1988,40,7.53,7.63,8.9,0.283,
Otsego Lake,11/11/1988,11,1988,42,7.31,7.57,8.6,0.283,
Otsego Lake,11/11/1988,11,1988,44,5.98,7.36,5.8,0.289,
Otsego Lake,11/11/1988,11,1988,46,5.82,7.33,5.3,0.293,
Otsego Lake,11/11/1988,11,1988,48,5.79,7.32,5.1,0.292,
Otsego Lake,11/18/1988,11,1988,0.1,8.18,7.76,11.3,0.279,
Otsego Lake,11/18/1988,11,1988,2,8.12,7.79,11.1,0.28,
Otsego Lake,11/18/1988,11,1988,4,8.1,7.81,11.1,0.28,
Otsego Lake,11/18/1988,11,1988,6,8.05,7.82,11,0.279,
Otsego Lake,11/18/1988,11,1988,8,8.02,7.84,10.9,0.279,
Otsego Lake,11/18/1988,11,1988,10,8.02,7.84,11,0.278,
Otsego Lake,11/18/1988,11,1988,12,7.97,7.85,10.9,0.279,
Otsego Lake,11/18/1988,11,1988,14,7.95,7.85,10.9,0.28,
Otsego Lake,11/18/1988,11,1988,16,7.92,7.86,10.9,0.278,
Otsego Lake,11/18/1988,11,1988,18,7.89,7.86,10.9,0.279,
Otsego Lake,11/18/1988,11,1988,20,7.87,7.87,10.9,0.279,
Otsego Lake,11/18/1988,11,1988,25,7.84,7.87,10.9,0.278,
Otsego Lake,11/18/1988,11,1988,30,7.82,7.88,10.8,0.281,
Otsego Lake,11/18/1988,11,1988,35,7.52,7.73,9.9,0.281,
Otsego Lake,11/18/1988,11,1988,40,6.75,7.47,7.6,0.29,
