lake,date,month,year,depth,temp,pH,do_mgl,cond,do_sat
Otsego Lake,6/15/1992,6,1992,44,4.87,7.42,9.91,0.263,
Otsego Lake,6/15/1992,6,1992,46,4.73,7.39,9.7,0.262,
Otsego Lake,6/15/1992,6,1992,48,4.68,7.37,9.43,0.265,
Otsego Lake,6/29/1992,6,1992,0.1,19.55,7.89,9.43,0.251,
Otsego Lake,6/29/1992,6,1992,2,19.45,7.94,9.48,0.251,
Otsego Lake,6/29/1992,6,1992,4,19.3,7.93,9.45,0.251,
Otsego Lake,6/29/1992,6,1992,6,18.61,7.93,9.35,0.251,
Otsego Lake,6/29/1992,6,1992,8,16.39,7.84,10.29,0.255,
Otsego Lake,6/29/1992,6,1992,10,12.93,7.64,10.35,0.26,
Otsego Lake,6/29/1992,6,1992,12,10.94,7.57,10.32,0.264,
Otsego Lake,6/29/1992,6,1992,14,10.65,7.4,9.94,0.264,
Otsego Lake,6/29/1992,6,1992,16,7.93,7.31,9.57,0.264,
Otsego Lake,6/29/1992,6,1992,18,7.53,7.25,9.37,0.264,
Otsego Lake,6/29/1992,6,1992,20,7.15,7.22,9.4,0.264,
Otsego Lake,6/29/1992,6,1992,30,6.14,7.19,9.18,0.264,
Otsego Lake,6/29/1992,6,1992,40,5.18,7.15,9,0.264,
Otsego Lake,6/29/1992,6,1992,42,5.06,7.12,8.68,0.264,
Otsego Lake,6/29/1992,6,1992,44,5.94,7.08,8.44,0.264,
Otsego Lake,6/29/1992,6,1992,46,4.9,7.06,9.34,0.264,
Otsego Lake,6/29/1992,6,1992,48,4.79,7.03,7.65,0.264,
Otsego Lake,7/9/1992,7,1992,0.1,19.73,7.96,9.31,0.247,
Otsego Lake,7/9/1992,7,1992,2,19.64,8.02,9.31,0.247,
Otsego Lake,7/9/1992,7,1992,4,19.6,8.06,9.31,0.247,
Otsego Lake,7/9/1992,7,1992,6,19.54,8.05,9.31,0.248,
Otsego Lake,7/9/1992,7,1992,8,18.67,7.94,9.44,0.249,
Otsego Lake,7/9/1992,7,1992,10,11.37,7.64,10.78,0.264,
Otsego Lake,7/9/1992,7,1992,12,9.85,7.49,10.16,0.264,
Otsego Lake,7/9/1992,7,1992,14,8.62,7.45,10.1,0.264,
Otsego Lake,7/9/1992,7,1992,16,8.01,7.35,9.83,0.264,
Otsego Lake,7/9/1992,7,1992,18,7.64,7.31,9.57,0.264,
Otsego Lake,7/9/1992,7,1992,20,7,7.25,9.31,0.264,
Otsego Lake,7/9/1992,7,1992,30,5.86,7.23,9.45,0.264,
Otsego Lake,7/9/1992,7,1992,40,5,7.17,8.92,0.264,
Otsego Lake,7/9/1992,7,1992,42,4.87,7.14,8.85,0.265,
Otsego Lake,7/9/1992,7,1992,44,4.8,7.13,8.6,0.264,
Otsego Lake,7/9/1992,7,1992,46,4.79,7.11,8.4,0.265,
Otsego Lake,7/16/1992,7,1992,0.1,21,,9.8,,
Otsego Lake,7/16/1992,7,1992,2,21,,9.8,,
Otsego Lake,7/16/1992,7,1992,4,20.5,,9.8,,
Otsego Lake,7/16/1992,7,1992,6,20.5,,10.1,,
Otsego Lake,7/16/1992,7,1992,8,20,,9.6,,
Otsego Lake,7/16/1992,7,1992,10,14,,9.6,,
Otsego Lake,7/16/1992,7,1992,12,10,,8.8,,
Otsego Lake,7/16/1992,7,1992,14,8,,8.4,,
Otsego Lake,7/16/1992,7,1992,16,8,,8.4,,
Otsego Lake,7/16/1992,7,1992,18,7,,7.8,,
Otsego Lake,7/16/1992,7,1992,20,6.5,,7.8,,
Otsego Lake,7/16/1992,7,1992,30,5.5,,7.8,,
Otsego Lake,7/16/1992,7,1992,40,5,,7.6,,
Otsego Lake,7/16/1992,7,1992,42,5,,7,,
Otsego Lake,7/16/1992,7,1992,44,4.9,,6.8,,
Otsego Lake,7/16/1992,7,1992,46,4.5,,6.2,,
Otsego Lake,7/23/1992,7,1992,0.1,20.71,7.76,8.94,0.233,
Otsego Lake,7/23/1992,7,1992,2,20.74,7.86,9.76,0.234,
Otsego Lake,7/23/1992,7,1992,4,20.69,7.91,10,0.233,
Otsego Lake,7/23/1992,7,1992,6,20.66,7.95,9.77,0.233,
Otsego Lake,7/23/1992,7,1992,8,19.21,7.88,9.25,0.239,
Otsego Lake,7/23/1992,7,1992,10,15.52,7.68,8.92,0.251,
Otsego Lake,7/23/1992,7,1992,12,12.09,7.47,9.12,0.257,
Otsego Lake,7/23/1992,7,1992,14,9.44,7.3,9.1,0.259,
Otsego Lake,7/23/1992,7,1992,16,8.3,7.19,8.8,0.258,
Otsego Lake,7/23/1992,7,1992,18,7.6,7.02,8.66,0.26,
Otsego Lake,7/23/1992,7,1992,20,7.11,7.04,8.64,0.258,
Otsego Lake,7/23/1992,7,1992,30,5.98,7.03,8.96,0.26,
Otsego Lake,7/23/1992,7,1992,40,5.03,6.97,8,0.259,
Otsego Lake,7/23/1992,7,1992,42,4.94,6.93,7.31,0.263,
Otsego Lake,7/23/1992,7,1992,44,4.7,6.89,6.76,0.26,
Otsego Lake,7/23/1992,7,1992,46,4.62,6.87,6.62,0.26,
Otsego Lake,7/23/1992,7,1992,48,4.58,6.85,6.53,0.26,
Otsego Lake,7/23/1992,7,1992,48.3,4.55,6.86,6.56,0.26,
Otsego Lake,7/24/1992,7,1992,0.1,20.71,7.76,8.94,0.233,
Otsego Lake,7/24/1992,7,1992,2,20.74,7.86,9.76,0.234,
Otsego Lake,7/24/1992,7,1992,4,20.69,7.91,10,0.233,
Otsego Lake,7/24/1992,7,1992,6,20.66,7.95,9.77,0.233,
Otsego Lake,7/24/1992,7,1992,8,19.81,7.88,9.25,0.239,
Otsego Lake,7/24/1992,7,1992,10,15.52,7.68,8.92,0.251,
Otsego Lake,7/24/1992,7,1992,12,12.09,7.47,9.12,0.287,
Otsego Lake,7/24/1992,7,1992,14,9.44,7.3,9.1,0.259,
Otsego Lake,7/24/1992,7,1992,16,8.3,7.19,8.8,0.258,
Otsego Lake,7/24/1992,7,1992,18,7.6,7.08,8.66,0.26,
Otsego Lake,7/24/1992,7,1992,20,7.11,7.04,8.64,0.258,
Otsego Lake,7/24/1992,7,1992,30,5.98,7.03,8.96,0.26,
Otsego Lake,7/24/1992,7,1992,40,5.03,6.97,8,0.259,
Otsego Lake,7/24/1992,7,1992,42,4.94,6.93,7.73,0.263,
Otsego Lake,7/24/1992,7,1992,44,4.7,6.89,6.78,0.26,
Otsego Lake,7/24/1992,7,1992,46,4.62,6.87,6.62,0.26,
Otsego Lake,7/24/1992,7,1992,48,4.58,6.85,6.53,0.26,
Otsego Lake,7/24/1992,7,1992,48.8,4.55,6.86,6.56,0.26,
Otsego Lake,7/26/1992,7,1992,0.1,22.02,7.95,8.41,0.243,
Otsego Lake,7/26/1992,7,1992,2,20.83,8.02,8.9,0.241,
Otsego Lake,7/26/1992,7,1992,4,20.6,8.04,8.97,0.243,
Otsego Lake,7/26/1992,7,1992,6,20.42,8.07,8.76,0.243,
Otsego Lake,7/26/1992,7,1992,8,19.35,7.98,8.03,0.251,
Otsego Lake,7/26/1992,7,1992,10,17.02,7.66,6.08,0.263,
Otsego Lake,7/26/1992,7,1992,12,12.5,7.5,6.06,0.271,
Otsego Lake,7/26/1992,7,1992,14,10.11,7.52,6.31,0.27,
Otsego Lake,7/26/1992,7,1992,16,8.66,7.51,6.52,0.269,
Otsego Lake,7/26/1992,7,1992,18,8.04,7.52,6.76,0.27,
Otsego Lake,7/26/1992,7,1992,20,7.42,7.53,6.87,0.269,
Otsego Lake,7/26/1992,7,1992,30,6.27,7.76,7.72,0.266,
Otsego Lake,7/26/1992,7,1992,40,5.46,7.89,7.27,0.263,
Otsego Lake,7/26/1992,7,1992,42,5.31,7.76,6.4,0.269,
Otsego Lake,7/26/1992,7,1992,44,5.21,7.67,5.48,0.269,
Otsego Lake,7/26/1992,7,1992,46,5.1,7.51,5.05,0.269,
Otsego Lake,7/30/1992,7,1992,0.1,20.92,8.22,8.68,0.223,
Otsego Lake,7/30/1992,7,1992,2,20.95,8.16,8.91,0.223,
Otsego Lake,7/30/1992,7,1992,4,20.9,8.14,8.98,0.223,
Otsego Lake,7/30/1992,7,1992,6,20.87,8.22,9.03,0.223,
Otsego Lake,7/30/1992,7,1992,8,20.77,8.14,8.88,0.223,
Otsego Lake,7/30/1992,7,1992,10,15.31,7.88,9.04,0.223,
Otsego Lake,7/30/1992,7,1992,12,12.6,7.71,8.95,0.243,
Otsego Lake,7/30/1992,7,1992,14,9.63,7.66,9.2,0.247,
Otsego Lake,7/30/1992,7,1992,16,8.56,7.61,9.06,0.248,
Otsego Lake,7/30/1992,7,1992,18,7.73,7.57,8.97,0.247,
Otsego Lake,7/30/1992,7,1992,20,7.4,7.55,8.96,0.247,
Otsego Lake,7/30/1992,7,1992,30,6.03,7.55,9.36,0.247,
Otsego Lake,7/30/1992,7,1992,40,5.14,7.52,8.91,0.247,
Otsego Lake,7/30/1992,7,1992,42,4.95,7.49,8.14,0.247,
Otsego Lake,7/30/1992,7,1992,44,4.81,7.46,7.56,0.248,
Otsego Lake,7/30/1992,7,1992,46,4.73,7.45,7.16,0.253,
Otsego Lake,8/5/1992,8,1992,0.1,20.6,8.02,9.44,0.243,
Otsego Lake,8/5/1992,8,1992,2,20.62,8.06,9.4,0.243,
Otsego Lake,8/5/1992,8,1992,4,20.56,8.13,9.43,0.243,
Otsego Lake,8/5/1992,8,1992,6,20.32,8.16,9.37,0.243,
Otsego Lake,8/5/1992,8,1992,8,20.05,8.16,9.11,0.245,
Otsego Lake,8/5/1992,8,1992,10,15.32,7.71,7.9,0.264,
Otsego Lake,8/5/1992,8,1992,12,9.92,7.69,8.13,0.271,
Otsego Lake,8/5/1992,8,1992,14,8.82,7.6,8.12,0.268,
Otsego Lake,8/5/1992,8,1992,16,8,7.51,8.05,0.269,
Otsego Lake,8/5/1992,8,1992,18,7.45,7.47,7.8,0.271,
Otsego Lake,8/5/1992,8,1992,20,7.16,7.42,7.9,0.27,
Otsego Lake,8/5/1992,8,1992,30,6.17,7.28,8.69,0.266,
Otsego Lake,8/5/1992,8,1992,40,5.4,7.26,8.36,0.263,
Otsego Lake,8/5/1992,8,1992,42,5.24,7.18,7.73,0.269,
Otsego Lake,8/5/1992,8,1992,44,5.11,7.13,7.17,0.264,
Otsego Lake,8/5/1992,8,1992,46,5.02,7.09,6.2,0.268,
Otsego Lake,8/12/1992,8,1992,0.1,21.34,8.2,8.7,0.224,
Otsego Lake,8/12/1992,8,1992,2,21.38,8.19,9.16,0.224,
Otsego Lake,8/12/1992,8,1992,4,21.27,8.18,9.37,0.223,
Otsego Lake,8/12/1992,8,1992,6,20.97,8.18,9.51,0.223,
Otsego Lake,8/12/1992,8,1992,8,20.18,8.05,9.16,0.226,
Otsego Lake,8/12/1992,8,1992,10,17.17,7.69,8.34,0.238,
Otsego Lake,8/12/1992,8,1992,12,11.15,7.53,8.47,0.247,
Otsego Lake,8/12/1992,8,1992,14,9.56,7.5,8.62,0.248,
Otsego Lake,8/12/1992,8,1992,16,7.88,7.43,8.03,0.247,
Otsego Lake,8/12/1992,8,1992,18,7.36,7.43,8.15,0.248,
Otsego Lake,8/12/1992,8,1992,20,6.98,7.43,8.29,0.249,
Otsego Lake,8/12/1992,8,1992,30,5.91,7.44,8.81,0.247,
Otsego Lake,8/12/1992,8,1992,40,5.21,7.42,8.31,0.246,
Otsego Lake,8/12/1992,8,1992,42,5.13,7.41,7.98,0.249,
Otsego Lake,8/12/1992,8,1992,44,4.23,7.38,7.14,0.251,
Otsego Lake,8/12/1992,8,1992,46,4.89,7.36,6.23,0.253,
Otsego Lake,8/20/1992,8,1992,0.1,19.71,7.55,9.31,0.241,
Otsego Lake,8/20/1992,8,1992,2,19.8,7.76,9.26,0.241,
Otsego Lake,8/20/1992,8,1992,4,19.8,7.83,9.27,0.242,
Otsego Lake,8/20/1992,8,1992,6,19.8,7.9,9.25,0.24,
Otsego Lake,8/20/1992,8,1992,8,19.81,7.98,9.23,0.24,
Otsego Lake,8/20/1992,8,1992,10,16.21,7.39,6.5,0.262,
Otsego Lake,8/20/1992,8,1992,12,13.4,7.28,6.67,0.266,
Otsego Lake,8/20/1992,8,1992,14,10.29,7.29,7.01,0.268,
Otsego Lake,8/20/1992,8,1992,16,8.75,7.21,7.07,0.27,
Otsego Lake,8/20/1992,8,1992,18,7.86,7.2,7.12,0.272,
Otsego Lake,8/20/1992,8,1992,20,7.44,7.19,7.25,0.269,
Otsego Lake,8/20/1992,8,1992,30,6,7.28,8.16,0.267,
Otsego Lake,8/20/1992,8,1992,40,5.4,7.25,7.6,0.26,
Otsego Lake,8/20/1992,8,1992,42,5.15,7.16,6.93,0.264,
Otsego Lake,8/21/1992,8,1992,0.1,20.34,,9.14,0.245,
Otsego Lake,8/21/1992,8,1992,2,19.76,,9.27,0.244,
Otsego Lake,8/21/1992,8,1992,4,19.54,,9.24,0.244,
Otsego Lake,8/21/1992,8,1992,6,19.43,,9.1,0.243,
Otsego Lake,8/21/1992,8,1992,8,19.34,,9.02,0.243,
Otsego Lake,8/21/1992,8,1992,10,17.01,,6.54,0.262,
Otsego Lake,8/21/1992,8,1992,12,13.15,,6.52,0.268,
Otsego Lake,8/21/1992,8,1992,14,10.15,,6.72,0.27,
Otsego Lake,8/21/1992,8,1992,16,8.85,,6.87,0.271,
Otsego Lake,8/21/1992,8,1992,18,7.91,,7.1,0.268,
Otsego Lake,8/21/1992,8,1992,20,7.35,,7.24,0.267,
Otsego Lake,8/21/1992,8,1992,30,6.15,,7.91,0.266,
Otsego Lake,8/21/1992,8,1992,40,5.3,,6.86,0.267,
Otsego Lake,8/21/1992,8,1992,42,5.2,,6.3,0.266,
Otsego Lake,8/21/1992,8,1992,44,5.14,,5.46,0.27,
Otsego Lake,8/21/1992,8,1992,46,5.1,,5.05,0.27,
Otsego Lake,8/21/1992,8,1992,48,5.06,,4.62,0.271,
Otsego Lake,8/21/1992,8,1992,49.8,5.02,,4.39,0.27,
Otsego Lake,9/2/1992,9,1992,0.1,19.28,7.92,8.55,0.231,
Otsego Lake,9/2/1992,9,1992,2,19.29,7.96,8.6,0.231,
Otsego Lake,9/2/1992,9,1992,4,19.29,7.99,8.6,0.231,
Otsego Lake,9/2/1992,9,1992,6,19.28,8.02,8.46,0.231,
Otsego Lake,9/2/1992,9,1992,8,18.82,7.89,8.06,0.237,
Otsego Lake,9/2/1992,9,1992,10,17.62,7.68,7.07,0.243,
Otsego Lake,9/2/1992,9,1992,12,13.72,7.45,6.3,0.252,
Otsego Lake,9/2/1992,9,1992,14,9.87,7.38,6.05,0.253,
Otsego Lake,9/2/1992,9,1992,16,9.14,7.37,5.95,0.254,
Otsego Lake,9/2/1992,9,1992,18,8.35,7.41,6.29,0.253,
Otsego Lake,9/2/1992,9,1992,20,7.72,7.43,6.4,0.254,
Otsego Lake,9/2/1992,9,1992,30,6.22,7.67,7.21,0.253,
Otsego Lake,9/2/1992,9,1992,40,5.4,7.83,7.37,0.25,
Otsego Lake,9/2/1992,9,1992,42,5.15,7.73,6.81,0.25,
Otsego Lake,9/2/1992,9,1992,44,5.05,7.56,5.75,0.255,
Otsego Lake,9/2/1992,9,1992,46,4.9,7.45,4.85,0.257,
Otsego Lake,9/2/1992,9,1992,48,4.81,7.36,4,0.257,
Otsego Lake,9/2/1992,9,1992,50,4.77,7.32,3.83,0.257,
Otsego Lake,9/15/1992,9,1992,0.1,18.96,8.23,9.45,0.229,
Otsego Lake,9/15/1992,9,1992,2,18.96,8.2,9.33,0.229,
Otsego Lake,9/15/1992,9,1992,4,18.93,8.2,9.28,0.229,
Otsego Lake,9/15/1992,9,1992,6,18.92,8.19,9.23,0.229,
Otsego Lake,9/15/1992,9,1992,8,18.91,8.19,9.18,0.229,
Otsego Lake,9/15/1992,9,1992,10,18.88,8.18,9.13,0.229,
Otsego Lake,9/15/1992,9,1992,12,15.65,7.54,6.57,0.244,
Otsego Lake,9/15/1992,9,1992,14,10.72,7.33,5.56,0.25,
Otsego Lake,9/15/1992,9,1992,16,8.79,7.29,5.64,0.251,
Otsego Lake,9/15/1992,9,1992,18,8.02,7.29,5.8,0.25,
Otsego Lake,9/15/1992,9,1992,20,7.47,7.29,6.01,0.25,
Otsego Lake,9/15/1992,9,1992,30,5.93,7.33,7.09,0.248,
Otsego Lake,9/15/1992,9,1992,40,5.17,7.3,5.95,0.25,
Otsego Lake,9/15/1992,9,1992,42,4.95,7.28,5,0.254,
Otsego Lake,9/15/1992,9,1992,44,4.9,7.26,4.31,0.254,
Otsego Lake,9/15/1992,9,1992,46,4.84,7.24,4.04,0.257,
Otsego Lake,9/15/1992,9,1992,48,4.8,7.23,3.84,0.255,
Otsego Lake,9/29/1992,9,1992,0.1,16.74,8.27,9.35,0.251,
Otsego Lake,9/29/1992,9,1992,2,16.78,8.24,9.35,0.251,
Otsego Lake,9/29/1992,9,1992,4,16.79,8.2,9.38,0.251,
Otsego Lake,9/29/1992,9,1992,6,16.8,8.2,9.3,0.251,
Otsego Lake,9/29/1992,9,1992,8,16.79,8.19,9.27,0.251,
Otsego Lake,9/29/1992,9,1992,10,16.78,8.19,9.24,0.251,
Otsego Lake,9/29/1992,9,1992,12,16.78,8.19,9.21,0.25,
Otsego Lake,9/29/1992,9,1992,14,11.33,7.45,5.18,0.274,
Otsego Lake,9/29/1992,9,1992,16,9.25,7.45,5,0.274,
Otsego Lake,9/29/1992,9,1992,18,8,7.4,5.24,0.277,
Otsego Lake,9/29/1992,9,1992,20,7.51,7.38,5.44,0.277,
Otsego Lake,9/29/1992,9,1992,30,6.06,7.4,6.61,0.274,
Otsego Lake,9/29/1992,9,1992,40,5.18,7.39,5.63,0.274,
Otsego Lake,9/29/1992,9,1992,42,5.05,7.37,4.96,0.274,
Otsego Lake,9/29/1992,9,1992,44,4.97,7.36,4.5,0.277,
Otsego Lake,9/29/1992,9,1992,46,4.89,7.33,3.67,0.279,
Otsego Lake,9/29/1992,9,1992,48,4.86,7.32,3.47,0.279,
Otsego Lake,9/29/1992,9,1992,49,4.8,7.31,3.27,0.28,
Otsego Lake,10/31/1992,10,1992,0.1,14.16,8.08,9.47,0.238,
Otsego Lake,10/31/1992,10,1992,2,14.15,8.07,9.37,0.239,
Otsego Lake,10/31/1992,10,1992,4,14.11,8.07,9.4,0.239,
Otsego Lake,10/31/1992,10,1992,6,14.09,8.08,9.35,0.239,
Otsego Lake,10/31/1992,10,1992,8,14.07,8.09,9.32,0.24,
Otsego Lake,10/31/1992,10,1992,10,14.06,8.09,9.3,0.238,
Otsego Lake,10/31/1992,10,1992,12,14.04,8.09,9.28,0.238,
Otsego Lake,10/31/1992,10,1992,14,13.65,7.97,8.49,0.242,
Otsego Lake,10/31/1992,10,1992,16,9.18,7.55,4.43,0.264,
Otsego Lake,10/31/1992,10,1992,18,8.02,7.43,4.65,0.264,
Otsego Lake,10/31/1992,10,1992,20,7.57,7.41,4.91,0.262,
Otsego Lake,10/31/1992,10,1992,30,6.06,7.41,6.23,0.259,
Otsego Lake,10/31/1992,10,1992,40,5.33,7.4,5.51,0.26,
Otsego Lake,10/31/1992,10,1992,42,5.14,7.37,4.63,0.261,
Otsego Lake,10/31/1992,10,1992,44,5.05,7.35,4.11,0.264,
Otsego Lake,10/31/1992,10,1992,46,4.97,7.33,3,0.265,
Otsego Lake,10/31/1992,10,1992,48,4.93,7.3,2.41,0.268,
Otsego Lake,10/31/1992,10,1992,49,4.4,7.27,2.34,0.268,
Otsego Lake,11/10/1992,11,1992,0.1,8.33,7.77,10.01,0.249,
Otsego Lake,11/10/1992,11,1992,2,8.32,7.72,9.74,0.249,
Otsego Lake,11/10/1992,11,1992,4,8.32,7.73,9.68,0.249,
Otsego Lake,11/10/1992,11,1992,6,8.31,7.73,9.64,0.249,
Otsego Lake,11/10/1992,11,1992,8,8.3,7.74,9.58,0.248,
Otsego Lake,11/10/1992,11,1992,10,8.3,7.75,9.58,0.249,
Otsego Lake,11/10/1992,11,1992,12,8.3,7.76,9.58,0.249,
Otsego Lake,11/10/1992,11,1992,14,8.29,7.77,9.59,0.249,
Otsego Lake,11/10/1992,11,1992,16,8.29,7.78,9.53,0.249,
Otsego Lake,11/10/1992,11,1992,18,8.26,7.79,9.61,0.25,
Otsego Lake,11/10/1992,11,1992,20,8.18,7.8,9.65,0.249,
Otsego Lake,11/10/1992,11,1992,30,6.07,7.46,5.49,0.264,
Otsego Lake,11/10/1992,11,1992,40,5.14,7.37,4.84,0.264,
Otsego Lake,11/10/1992,11,1992,42,5,7.32,3.92,0.265,
Otsego Lake,11/10/1992,11,1992,44,4.9,7.27,2.97,0.267,
Otsego Lake,11/10/1992,11,1992,46,4.86,7.25,2.49,0.269,
Otsego Lake,11/10/1992,11,1992,48,4.83,7.23,2.28,0.269,
Otsego Lake,11/10/1992,11,1992,49,4.83,7.21,2.22,0.27,
Otsego Lake,11/24/1992,11,1992,0.1,7.3,7.15,9.67,0.26,
Otsego Lake,11/24/1992,11,1992,2,7.14,7.21,9.72,0.262,
Otsego Lake,11/24/1992,11,1992,4,7.05,7.24,9.61,0.262,
Otsego Lake,11/24/1992,11,1992,6,6.98,7.27,9.62,0.263,
Otsego Lake,11/24/1992,11,1992,8,6.92,7.32,9.6,0.263,
Otsego Lake,11/24/1992,11,1992,10,6.87,7.34,9.56,0.262,
Otsego Lake,11/24/1992,11,1992,12,6.84,7.37,9.57,0.263,
Otsego Lake,11/24/1992,11,1992,14,6.81,7.39,9.59,0.263,
Otsego Lake,11/24/1992,11,1992,16,6.78,7.42,9.55,0.262,
Otsego Lake,11/24/1992,11,1992,18,6.77,7.42,9.49,0.263,
Otsego Lake,11/24/1992,11,1992,20,6.74,7.42,9.52,0.263,
Otsego Lake,11/24/1992,11,1992,30,6.63,7.43,9.27,0.264,
Otsego Lake,11/24/1992,11,1992,40,6.25,7.3,7.6,0.267,
Otsego Lake,11/24/1992,11,1992,42,6.16,7.27,7.07,0.268,
Otsego Lake,11/24/1992,11,1992,44,6.06,7.22,6.54,0.268,
Otsego Lake,11/24/1992,11,1992,46,5.97,7.18,6.12,0.268,
Otsego Lake,11/24/1992,11,1992,48,5.84,7.14,5.52,0.272,
Otsego Lake,11/24/1992,11,1992,49,5.61,7.09,4.48,0.274,
Otsego Lake,12/8/1992,12,1992,0.1,5.73,7,10.01,0.252,
Otsego Lake,12/8/1992,12,1992,2,5.53,7.11,10.03,0.252,
Otsego Lake,12/8/1992,12,1992,4,5.52,7.15,10.03,0.252,
Otsego Lake,12/8/1992,12,1992,6,5.53,7.16,10.03,0.253,
Otsego Lake,12/8/1992,12,1992,8,5.52,7.19,10.04,0.253,
Otsego Lake,12/8/1992,12,1992,10,5.51,7.24,10.04,0.254,
Otsego Lake,12/8/1992,12,1992,12,5.48,7.23,10.14,0.253,
Otsego Lake,12/8/1992,12,1992,14,5.45,7.25,10.22,0.253,
Otsego Lake,12/8/1992,12,1992,16,5.43,7.27,10.24,0.253,
Otsego Lake,12/8/1992,12,1992,18,5.44,7.28,10.23,0.253,
Otsego Lake,12/8/1992,12,1992,20,5.41,7.29,10.24,0.253,
Otsego Lake,12/8/1992,12,1992,30,5.37,7.32,10.28,0.252,
Otsego Lake,12/8/1992,12,1992,40,5.32,7.33,10.37,0.252,
Otsego Lake,12/8/1992,12,1992,42,5.31,7.34,10.34,0.251,
Otsego Lake,12/8/1992,12,1992,44,5.3,7.35,10.39,0.252,
Otsego Lake,12/8/1992,12,1992,46,5.29,7.36,10.35,0.251,
Otsego Lake,12/8/1992,12,1992,48,5.28,7.36,10.33,0.25,
Otsego Lake,12/10/1992,12,1992,0.1,6.31,7.3,10.12,0.267,
Otsego Lake,12/10/1992,12,1992,2,6.23,7.34,10.05,0.268,
Otsego Lake,12/10/1992,12,1992,4,6.15,7.34,10.06,0.269,
Otsego Lake,12/10/1992,12,1992,6,6.11,7.36,10.03,0.268,
Otsego Lake,12/10/1992,12,1992,8,6.11,7.33,9.96,0.269,
Otsego Lake,12/10/1992,12,1992,10,6.04,7.32,10,0.269,
Otsego Lake,12/10/1992,12,1992,12,5.99,7.32,10,0.268,
Otsego Lake,12/10/1992,12,1992,14,5.96,7.32,9.93,0.269,
Otsego Lake,12/10/1992,12,1992,16,5.93,7.31,9.95,0.268,
Otsego Lake,12/10/1992,12,1992,18,5.91,7.31,9.96,0.268,
Otsego Lake,12/10/1992,12,1992,20,5.91,7.31,9.96,0.269,
Otsego Lake,12/10/1992,12,1992,30,5.88,7.31,9.92,0.267,
Otsego Lake,12/10/1992,12,1992,40,5.7,7.33,10.12,0.266,
Otsego Lake,12/10/1992,12,1992,42,5.66,7.34,10.12,0.266,
Otsego Lake,12/10/1992,12,1992,44,5.65,7.34,10.13,0.267,
Otsego Lake,12/10/1992,12,1992,46,5.63,7.07,7.64,0.273,
Otsego Lake,12/10/1992,12,1992,48,5.54,6.85,4.66,0.283,
Otsego Lake,12/10/1992,12,1992,50,5.53,6.82,3.96,0.285,
Otsego Lake,12/22/1992,12,1992,0.1,4,7.28,11.27,0.247,
Otsego Lake,12/22/1992,12,1992,2,4.01,7.28,11.22,0.246,
Otsego Lake,12/22/1992,12,1992,4,4,7.3,11.16,0.247,
Otsego Lake,12/22/1992,12,1992,6,3.97,7.31,11.18,0.247,
Otsego Lake,12/22/1992,12,1992,8,3.95,7.33,11.19,0.247,
Otsego Lake,12/22/1992,12,1992,10,3.94,7.35,11.2,0.248,
Otsego Lake,12/22/1992,12,1992,12,3.94,7.36,11.21,0.248,
Otsego Lake,12/22/1992,12,1992,14,3.94,7.38,11.14,0.248,
Otsego Lake,12/22/1992,12,1992,16,3.94,7.39,11.14,0.247,
Otsego Lake,12/22/1992,12,1992,18,3.92,7.4,11.15,0.247,
Otsego Lake,12/22/1992,12,1992,20,3.93,7.41,11.14,0.248,
Otsego Lake,12/22/1992,12,1992,30,3.92,7.44,11.07,0.248,
Otsego Lake,12/22/1992,12,1992,40,3.92,,11.08,0.248,
Otsego Lake,12/22/1992,12,1992,42,3.92,7.47,11.08,0.248,
Otsego Lake,12/22/1992,12,1992,44,3.92,,11.07,0.248,
Otsego Lake,12/22/1992,12,1992,46,3.92,7.49,11.08,0.247,
Otsego Lake,12/22/1992,12,1992,48,3.92,7.5,11.08,0.248,
Otsego Lake,12/22/1992,12,1992,50,3.92,7.51,11.08,0.248,
Otsego Lake,1/5/1993,1,1993,0.1,2.69,7.44,11.92,0.253,
Otsego Lake,1/5/1993,1,1993,2,2.71,7.44,11.92,0.253,
Otsego Lake,1/5/1993,1,1993,4,2.69,7.44,11.93,0.253,
Otsego Lake,1/5/1993,1,1993,6,2.69,7.44,11.85,0.253,
Otsego Lake,1/5/1993,1,1993,8,2.7,7.43,11.85,0.254,
Otsego Lake,1/5/1993,1,1993,10,2.7,7.43,11.84,0.252,
Otsego Lake,1/5/1993,1,1993,12,2.7,7.43,11.84,0.252,
Otsego Lake,1/5/1993,1,1993,14,2.71,7.43,11.84,0.253,
Otsego Lake,1/5/1993,1,1993,16,2.7,7.43,11.84,0.252,
Otsego Lake,1/5/1993,1,1993,18,2.7,7.43,11.84,0.253,
Otsego Lake,1/5/1993,1,1993,20,2.73,7.42,11.82,0.252,
Otsego Lake,1/5/1993,1,1993,30,2.75,7.42,11.81,0.25,
Otsego Lake,1/5/1993,1,1993,40,2.76,7.43,11.71,0.253,
Otsego Lake,1/5/1993,1,1993,42,2.78,7.43,11.7,0.251,
Otsego Lake,1/5/1993,1,1993,44,2.84,7.42,11.65,0.25,
Otsego Lake,1/5/1993,1,1993,46,2.94,7.4,11.48,0.249,
Otsego Lake,1/5/1993,1,1993,48,3.01,7.38,11.45,0.246,
Otsego Lake,1/5/1993,1,1993,50,3.07,7.38,11.48,0.249,
