date,waterbody,site,length,mass,loglength,logmass
8/5/2019,Susquehanna River,Fortin Park,24.04,4.27,3.17971911,1.451847992
8/5/2019,Susquehanna River,Fortin Park,25.51,4.23,3.239070532,1.441492522
8/5/2019,Susquehanna River,Fortin Park,27.34,4.18,3.308350831,1.429353851
8/5/2019,Susquehanna River,Fortin Park,26.13,4.03,3.26308408,1.393021682
8/5/2019,Susquehanna River,Fortin Park,24.28,3.96,3.189652966,1.377253616
8/5/2019,Susquehanna River,Fortin Park,24.69,3.94,3.206398303,1.369910882
8/5/2019,Susquehanna River,Fortin Park,24.98,3.73,3.218075505,1.31560362
8/5/2019,Susquehanna River,Fortin Park,26.16,3.72,3.264231527,1.313185889
8/5/2019,Susquehanna River,Fortin Park,24.92,3.33,3.215670694,1.201770381
8/5/2019,Susquehanna River,Fortin Park,23.79,3.25,3.169265324,1.17711535
8/5/2019,Susquehanna River,Fortin Park,23.18,3.12,3.143289838,1.137512438
8/5/2019,Susquehanna River,Fortin Park,23.61,3.06,3.161670351,1.117434043
8/5/2019,Susquehanna River,Fortin Park,21.74,2.75,3.079153882,1.011964482
8/5/2019,Susquehanna River,Fortin Park,23.13,2.75,3.141130476,1.009781075
8/5/2019,Susquehanna River,Fortin Park,21.63,2.69,3.07408124,0.98842533
8/5/2019,Susquehanna River,Fortin Park,21.66,2.32,3.075467242,0.840273245
8/5/2019,Susquehanna River,Fortin Park,20.09,2.3,3.000222179,0.834646743
8/5/2019,Susquehanna River,Fortin Park,19.5,1.72,2.970414466,0.544647172
8/5/2019,Susquehanna River,Fortin Park,16.5,1.25,2.803360381,0.223143551
8/5/2019,Susquehanna River,Fortin Park,16.34,1.24,2.793616089,0.21107097
8/5/2019,Susquehanna River,Fortin Park,11.92,0.36,2.478217662,-1.03563749
8/5/2019,Susquehanna River,Fortin Park,11.75,0.35,2.463853241,-1.038458366
8/5/2019,Susquehanna River,Fortin Park,11.25,0.35,2.420368129,-1.044124103
8/5/2019,Susquehanna River,Fortin Park,10.85,0.32,2.38416508,-1.127011763
8/5/2019,Susquehanna River,Fortin Park,8.52,0.05,2.142416341,-2.995732274
8/6/2019,Wharton Creek,Route 80,39.26,13.9,3.670206189,2.63188884
8/6/2019,Wharton Creek,Route 80,35.32,10.96,3.564449376,2.393887251
8/6/2019,Wharton Creek,Route 80,38.25,10.7,3.64414356,2.370243741
8/6/2019,Wharton Creek,Route 80,36.93,10.69,3.609024229,2.36902805
8/6/2019,Wharton Creek,Route 80,32.71,10.48,3.487680842,2.349468679
8/6/2019,Wharton Creek,Route 80,33.74,8.83,3.518684077,2.177588603
8/6/2019,Wharton Creek,Route 80,32.62,8.35,3.484925597,2.121902193
8/6/2019,Wharton Creek,Route 80,30.54,7.29,3.4190373,1.987052092
8/6/2019,Wharton Creek,Route 80,30.76,6.19,3.426215145,1.822127006
8/6/2019,Wharton Creek,Route 80,30.62,6.17,3.42165339,1.819374636
8/6/2019,Wharton Creek,Route 80,29.78,6,3.393837027,1.791759469
8/6/2019,Wharton Creek,Route 80,27,5.86,3.295836866,1.767466777
8/6/2019,Wharton Creek,Route 80,27.03,5.27,3.29694736,1.662789088
8/6/2019,Wharton Creek,Route 80,26.98,4.96,3.295095851,1.600397168
8/6/2019,Wharton Creek,Route 80,29.77,4.82,3.393501175,1.573603459
8/6/2019,Wharton Creek,Route 80,24.01,4.79,3.17847041,1.56715652
8/6/2019,Wharton Creek,Route 80,26.9,4.67,3.292126287,1.541801264
8/6/2019,Wharton Creek,Route 80,24.71,4.54,3.20720802,1.513807681
8/6/2019,Wharton Creek,Route 80,27.38,4.53,3.30981282,1.510942666
8/6/2019,Wharton Creek,Route 80,24.71,4.51,3.20720802,1.506518858
8/6/2019,Wharton Creek,Route 80,24.02,4.4,3.178886817,1.482058983
8/6/2019,Wharton Creek,Route 80,26.85,4.37,3.290265821,1.474305238
8/6/2019,Wharton Creek,Route 80,25.73,4.36,3.247657626,1.473389068
8/6/2019,Wharton Creek,Route 80,27.69,4.28,3.321071337,1.454887153
8/6/2019,Wharton Creek,Route 80,24.02,4.26,3.178886817,1.449034391
8/6/2019,Wharton Creek,Route 80,23.03,4.21,3.136797714,1.437937594
8/6/2019,Wharton Creek,Route 80,25.54,4.21,3.240245851,1.437700149
8/6/2019,Wharton Creek,Route 80,25.1,4.17,3.222867846,1.427916036
8/6/2019,Wharton Creek,Route 80,26.51,4.15,3.27752202,1.423349269
8/6/2019,Wharton Creek,Route 80,25.45,4.1,3.236715743,1.409766717
8/6/2019,Wharton Creek,Route 80,25.12,4.02,3.223664342,1.390784266
8/6/2019,Wharton Creek,Route 80,24.88,4.01,3.214064268,1.387543581
8/6/2019,Wharton Creek,Route 80,26.18,3.97,3.26499576,1.379269746
8/6/2019,Wharton Creek,Route 80,24.05,3.96,3.180134997,1.376496519
8/6/2019,Wharton Creek,Route 80,25.79,3.93,3.24998682,1.367875776
8/6/2019,Wharton Creek,Route 80,24.68,3.91,3.205993199,1.363793096
8/6/2019,Wharton Creek,Route 80,23.5,3.63,3.157000421,1.288957128
8/6/2019,Wharton Creek,Route 80,22.69,3.4,3.121924299,1.223481271
8/6/2019,Wharton Creek,Route 80,24.45,3.38,3.196630216,1.217579808
8/6/2019,Wharton Creek,Route 80,24.1,3.37,3.18221184,1.214319096
8/6/2019,Wharton Creek,Route 80,22.72,3.18,3.123245594,1.156881197
8/6/2019,Wharton Creek,Route 80,21.03,3.08,3.04594999,1.123630052
8/6/2019,Wharton Creek,Route 80,22.27,3.04,3.103240481,1.112515194
8/6/2019,Wharton Creek,Route 80,24.3,3.03,3.19047635,1.10757203
8/6/2019,Wharton Creek,Route 80,22.45,2.93,3.111290614,1.075684784
8/6/2019,Wharton Creek,Route 80,20.66,2.93,3.028199464,1.073294481
8/6/2019,Wharton Creek,Route 80,23.21,2.87,3.14458322,1.053266187
8/6/2019,Wharton Creek,Route 80,22.92,2.81,3.132009892,1.031403539
8/6/2019,Wharton Creek,Route 80,21.75,2.78,3.079613758,1.021011043
8/6/2019,Wharton Creek,Route 80,23.08,2.74,3.138966442,1.008687581
8/6/2019,Wharton Creek,Route 80,22.06,2.73,3.093766014,1.004301609
8/6/2019,Wharton Creek,Route 80,22.59,2.71,3.11750733,0.99768637
8/6/2019,Wharton Creek,Route 80,21.91,2.71,3.086943154,0.995841011
8/6/2019,Wharton Creek,Route 80,20.23,2.69,3.007166651,0.987680728
8/6/2019,Wharton Creek,Route 80,22.77,2.67,3.12544388,0.980204058
8/6/2019,Wharton Creek,Route 80,22.62,2.63,3.118834471,0.968123881
8/6/2019,Wharton Creek,Route 80,21.88,2.48,3.085572978,0.907451783
8/6/2019,Wharton Creek,Route 80,23.16,2.47,3.142426653,0.905431989
8/6/2019,Wharton Creek,Route 80,21.35,2.39,3.06105174,0.870456196
8/6/2019,Wharton Creek,Route 80,22.11,2.38,3.096029995,0.864997437
8/6/2019,Wharton Creek,Route 80,20.44,2.35,3.017493765,0.854415328
8/6/2019,Wharton Creek,Route 80,21.4,2.29,3.063390922,0.828988403
8/6/2019,Wharton Creek,Route 80,18.68,2.11,2.927453433,0.745739631
8/6/2019,Wharton Creek,Route 80,18.61,1.99,2.923699071,0.687129108
8/6/2019,Wharton Creek,Route 80,16.31,1.97,2.791778417,0.678033543
8/6/2019,Wharton Creek,Route 80,20.45,1.92,3.017982882,0.650761464
8/6/2019,Wharton Creek,Route 80,19.14,1.62,2.951780386,0.483043243
8/6/2019,Wharton Creek,Route 80,17.69,1.16,2.872999508,0.151862349
8/6/2019,Wharton Creek,Route 80,15.51,0.85,2.741484977,-0.168418652
8/6/2019,Wharton Creek,Route 80,13,0.55,2.564949357,-0.599656837
8/6/2019,Wharton Creek,Route 80,12.03,0.4,2.48740353,-0.916290732
8/6/2019,Wharton Creek,Route 80,11.46,0.34,2.438862711,-1.081755172
8/6/2019,Wharton Creek,Route 80,10.04,0.24,2.306577114,-1.422958345
8/6/2019,Wharton Creek,Route 80,10.19,0.21,2.321406847,-1.551169004
8/6/2019,Wharton Creek,Route 80,9.17,0.18,2.215937286,-1.725971729
8/6/2019,Wharton Creek,Route 80,6.83,0.11,1.921324674,-2.216407397
